name,ref,rung,md_acc1,md_acc2,v3s1_acc1,v3s1_acc2,v2_acc1,v2_acc2,lane_hops,flips_smoothed,first_lock_s
Mortal Being - Cyberpunk Edgerunners 2077 (Dirty).mp3,141.0,tag,True,True,True,True,True,True,1.6,4.0,1.02
Pradateek & Rhymster - Flagrant (Dirty).mp3,152.0,tag,True,True,True,True,False,True,4.8,15.6,0.83
Rhymster - Blimp In The Sky (Dirty).mp3,186.0,tag,False,True,False,False,False,False,2.4,9.6,1.02
Rhymster - Closer (Dirty).mp3,196.0,tag,False,True,False,False,False,True,0.8,2.4,0.33
Rhymster - I Am Not (Dirty).mp3,102.0,tag,False,False,False,True,False,False,0.0,0.0,0.35
Shemaiah A Reed - Healing In The 6 (Dirty).mp3,164.0,tag,False,True,True,True,False,True,2.9,4.84,0.57
Shemaiah A Reed - Summer Nights (Dirty).mp3,70.0,tag,False,True,False,True,False,True,2.4,8.0,0.45
Shemaiah A Reed - Swag Overload (Dirty).mp3,69.0,tag,False,True,False,True,False,True,0.0,0.0,0.4
Shemaiah A Reed - They Talking Now (Dirty).mp3,140.0,tag,True,True,True,True,True,True,1.2,4.0,0.67
Snowraw - Texas (Dirty).mp3,79.0,tag,False,True,False,True,False,True,2.4,5.6,0.8
Staylowwww - Murder He Wrote (Dirty).mp3,162.0,tag,False,False,False,False,False,True,9.2,22.8,1.02
Tone Da Boss & Chisongwriter - Back Up (Dirty).mp3,140.0,tag,True,True,True,True,False,False,1.2,2.4,0.9
Anzo - Madonna Hung Up Anzo Remix (Playable Demo).mp3,128.0,tag,True,True,True,True,,,0.0,1.6,0.48
Ashanti - Rock Wit U (Nylze Edit).mp3,114.0,tag,True,True,False,True,,,0.0,0.8,0.58
Chuckie & LMFAO - Let The Bass Kick In Miami Bitch (Hayat & Vandija Club Edit).mp3,130.0,tag,True,True,True,True,,,0.0,1.2,0.37
Diogo Costa - Turn Me On (Remix).mp3,128.0,tag,True,True,True,True,,,0.0,0.0,0.48
Fergie & Wil I Am vs Jaden Bojsen & David Guetta - Fergalicious (DJ Roller Lets Go Edit).mp3,129.0,tag,True,True,True,True,,,0.0,0.0,0.48
Frankie Goes To Hollywood - Relax (Magix First Mix).mp3,125.0,tag,True,True,True,True,,,0.8,0.8,0.28
Kendrick Lamar - Squabble Up Intro C (Bizzy B Edit).mp3,104.0,tag,True,True,False,False,,,0.0,0.8,0.5
Kendrick Lamar vs Pitbull vs DJ Kuba & Neitan - Squabble Up (DJ Roller Hotel Room Service Edit).mp3,126.0,tag,True,True,True,True,,,0.8,2.0,0.45
Mark Ronson ft Bruno Mars - Uptown Funk (Nylze Edit Mashup).mp3,116.0,owner,True,True,True,True,,,0.0,0.8,0.58
Michael Jackson - Beat It (Nylze Edit).mp3,132.0,tag,True,True,False,False,,,0.0,0.86,0.37
Sean Paul ft Rihanna - Break It Off (Dendy Vip Edit).mp3,128.0,tag,True,True,True,True,,,0.0,0.8,0.4
Teriyaki Boyz - Tokyo Drift (Hayat & Cyril Remix).mp3,127.0,tag,True,True,True,True,,,0.0,0.8,0.42
Lissa DJ Lyly ft Mmv Maria V - Only Djs Can (Dirty).mp3,105.0,tag,True,True,True,True,,,2.0,7.2,0.75
Nelly Furtado & Timbaland vs Tiesto & Odd Mob - Promiscuous (DJ Roller Wont Be Possible Edit).mp3,126.0,tag,True,True,True,True,,,0.0,0.0,0.48
Shade By Noon - No Pretend (Original Mix).mp3,125.0,tag,True,True,True,True,,,0.0,0.8,0.55
Tinashe X Khia X Benny Benassi X The Prodigy - Nasty Satisfaction (DJ Roller Festival Edit).mp3,128.0,tag,True,True,True,True,,,0.89,7.11,0.42
Pink Floyd Another Brick In The Wall - Floortone Afro House Remix (Afro House Remix).mp3,122.0,tag,True,True,True,True,,,2.8,4.0,0.43
Charlie Xcx - Boom Clap (Ayfull Remix).mp3,128.0,tag,True,True,True,True,,,0.0,0.0,0.48
Eurythmics - Sweet Dreams (Dunisco Remix).mp3,135.0,tag,True,True,True,True,,,0.0,0.0,0.48
Pabanor ft Lindsay J - Boom Boom (Extended Eclectic Mix).mp3,128.0,tag,True,True,True,True,,,0.0,0.8,0.52
Tove Lo - Habits Stay High (Gabriel Velazquez Remix).mp3,125.0,tag,True,True,True,True,,,0.0,0.8,0.6
"Akon vs Cat Dealers, Makj & Faioli - Sexy Bitch (DJ Roller Club Edit).mp3",130.0,tag,True,True,True,True,,,0.0,0.0,0.48
Michael Jackson - Thriller (Tim Cosmos 2025 Rework).mp3,122.0,tag,True,True,True,True,,,0.0,2.4,0.52
San Pacho vs The Pussycat Dolls - Trompeta vs Buttons (M M Mashup).mp3,126.0,tag,True,True,True,True,,,0.0,0.0,0.43
Steve Mckelly - Take Me Home Country Roads (Stefano Mattara Remix).mp3,128.0,tag,True,True,True,True,,,2.4,8.0,0.37
Just D - I Will Survive Club Mix (Remix).mp3,125.0,tag,True,True,True,True,,,0.4,7.2,0.57
Kendrick Lamar - Squabble Up (Nylze Edit Dirty Mashup).mp3,104.0,tag,True,True,True,True,,,1.6,1.6,0.43
Rihanna & Drake - Whats My Name (Nylze Edit).mp3,100.0,tag,True,True,True,True,,,0.0,0.8,0.82
Crystal Waters X Diskull - Gipsy Woman X Letyago (Original Mix).mp3,126.0,tag,True,True,True,True,,,0.0,0.0,0.48
Kendrick Lamar X DJ Mustard X Fatman Scoop X Kool & The Gang - TV Off (DJ Mac Hype Celebration Intro 121 101 Transition).mp3,103.0,tag,True,True,False,False,,,2.8,9.6,0.3
David Guetta - Memories (Alex Armani Edit).mp3,132.0,tag,True,True,True,True,,,1.6,11.6,0.48
DJ Jackpine - Steady Man (Original Mix).mp3,125.0,tag,True,True,True,True,,,0.8,0.8,0.28
Dire Straits - Money For Nothing (Ricardo Giacomini Remix).mp3,126.0,tag,True,True,True,True,,,0.0,0.8,0.43
Dababy - Pop Dat Thang (Denero Remix).mp3,130.0,tag,True,True,True,True,,,0.0,0.8,0.52
Dean Turnley - Actin Tough (Ron Reeser Remix).mp3,132.0,tag,True,True,True,True,,,0.0,0.0,0.45
"Pinkpantheress, Zara Larsson - Stateside (Dash Hype Remix).mp3",128.0,tag,True,True,True,True,,,0.0,0.8,0.52
The Police - Every Breath You Take (Denero Remix).mp3,130.0,tag,True,True,True,True,,,0.0,0.0,0.5
"Usher, Lil Jon, Ludacris - Yeah (Denero Remix).mp3",130.0,tag,True,True,True,True,,,0.0,0.8,0.52
Beatz From L E - Take Off (Blastersboyz Remix).mp3,129.0,tag,True,True,True,True,,,0.4,8.0,0.28
DJ Cp - Underrated (Original Mix).mp3,131.0,tag,True,True,True,True,,,0.0,0.0,0.48
Darkentity - Control (Extended Mix).mp3,130.0,tag,True,True,True,True,,,0.0,0.0,0.48
Dave Matthias - You And I (Original Mix).mp3,122.0,tag,True,True,False,False,,,0.0,2.4,0.45
"David Guetta, Akon - Sexy Bitch (ft Akon).mp3",130.0,tag,True,True,True,True,,,0.0,0.0,0.45
Djvibascious - Wheres The Fing Bass (Original Mix).mp3,130.0,tag,True,True,True,True,,,0.0,0.0,0.48
Drake - Which One (Jacob Andrew Remix).mp3,125.0,tag,True,True,True,True,,,0.8,0.8,0.28
Flo Rida - Low (Original Mix).mp3,128.0,tag,True,True,True,True,,,0.4,3.2,0.4
French Montana & Max B - Ever Since You Left Me Kid Nemesis Edition (Clean).mp3,126.0,tag,True,True,True,True,,,2.8,5.6,0.4
Hayley Lloyd & Yelah - Reclaim The Fire (Extended Mix).mp3,127.0,tag,True,True,True,True,,,0.0,0.8,0.37
"John Summit, The Chainsmoker - All The Time (Original Mix).mp3",130.0,tag,True,True,True,True,,,0.0,0.0,0.48
"Shelina Rose, Stewart, Pabanor - Im So Excited (Pabanor Eclectic Mix).mp3",123.0,tag,True,True,True,True,,,0.0,2.4,0.37
"Shelina Rose, Stewart, Pabanor - Im So Excited (Pabanor Mix).mp3",123.0,tag,True,True,True,True,,,4.0,8.8,0.88
